Sentence,Emotion,Tokenized_Sentence
xem xong hết cái video mà cảm thấy buồn cho cái xã hội bây giờ,Sadness,"['xem', 'xong', 'hết', 'cái', 'video', 'cảm thấy', 'buồn', 'cái', 'xã hội', 'bây giờ']"
sau vụ 20 k thì vụ 5 tr này có nội dung hài hước y hịt cười,Enjoyment,"['sau', 'vụ', '20', 'k', 'vụ', '5', 'tr', 'nội dung', 'hài hước', 'y hịt', 'cười']"
ý là ngừng tìm tức là hết cần á rồi xuất hiện chi,Other,"['ý', 'ngừng', 'tìm', 'tức là', 'hết', 'cần', 'á', 'xuất hiện', 'chi']"
quả nhiên chồng con nhà người ta đéo bao giờ làm tao thất vọng cười_tươi,Enjoyment,"['quả nhiên', 'chồng con', 'nhà', 'người', 'ta', 'đéo', 'bao giờ', 'làm', 'tao', 'thất vọng', 'cười_tươi']"
tao ngự ở trong uống nước cho nhàn thân rồi,Enjoyment,"['tao', 'ngự', 'uống', 'nước', 'nhàn thân']"
nghiệp hơi nặng nha ! . làm hết hồn,Fear,"['nghiệp', 'hơi', 'nặng nha', '!', 'làm', 'hết', 'hồn']"
cay vãi lồn,Anger,"['cay', 'vãi', 'lồn']"
ngày trước nấu cơm . đun rơm . đốt được hơn 10 p mới nhớ ra chưa cho nước . hỏng cả nổi cơm huhu,Sadness,"['ngày', 'trước', 'nấu', 'cơm', 'đun', 'rơm', 'đốt', 'hơn', '10', 'p', 'mới', 'nhớ', 'chưa', 'nước', 'hỏng', 'cả', 'nổi', 'cơm', 'huhu']"
nhìn cái mặt cưng vãi,Enjoyment,"['nhìn', 'cái', 'mặt', 'cưng', 'vãi']"
hẳn là con số đẹp say_mê,Enjoyment,"['hẳn', 'con số', 'đẹp', 'say_mê']"
tao cute mà các mày,Enjoyment,"['tao', 'cute', 'mày']"
đây là câu khuyến mại điểm cười,Enjoyment,"['đây', 'câu', 'khuyến mại', 'điểm', 'cười']"
bớt ngu để sống tốt hơn,Disgust,"['bớt', 'ngu', 'để', 'sống', 'tốt', 'hơn']"
hi vọng hòa bình ở triều tiên sẽ không còn xa nữa . godbye ! per,Sadness,"['hi vọng', 'hòa bình', 'triều tiên', 'không', 'còn', 'xa', 'godbye', '!', 'per']"
mày làm tao buồn đó per ?,Sadness,"['mày', 'làm', 'tao', 'buồn', 'per', '?']"
tao hiểu cảm giác đó,Other,"['tao', 'hiểu', 'cảm giác']"
2 câu giống nhau,Other,"['2', 'câu', 'giống', 'nhau']"
người con còn lại về sao mà chịu nỗi đau thấu trời này đây xin chia buồn cùng gia đình cảm_ơn,Sadness,"['người', 'con', 'còn', 'về', 'sao', 'chịu', 'nỗi', 'đau', 'thấu trời', 'đây', 'xin', 'chia', 'buồn', 'cùng', 'gia đình', 'cảm_ơn']"
"chó đẻ , khốn nạn vậy mà cũng đi rao giảng đạo đức , đi dạy người khác khóc_nức_nở",Anger,"['chó', 'đẻ', 'khốn nạn', 'vậy mà', 'cũng', 'rao giảng', 'đạo đức', 'dạy', 'người', 'khác', 'khóc_nức_nở']"
nó mới ghé nhà tao đây cười,Enjoyment,"['nó', 'mới', 'ghé', 'nhà', 'tao', 'đây', 'cười']"
xấu mà đáng yêuc quá,Enjoyment,"['xấu', 'đáng', 'yêuc']"
crush tao vẫn còn trinh nhé hôn,Enjoyment,"['crush', 'tao', 'vẫn', 'còn', 'trinh nhé', 'hôn']"
loại chồng này bỏ ngay đi làm mẹ đơn thân còn sướng hơn mẹ nó vợ nó nghén thèm miếng sầu mà nó làm thế,Anger,"['loại', 'chồng', 'bỏ', 'ngay', 'làm', 'mẹ', 'đơn thân', 'còn', 'sướng', 'hơn', 'mẹ', 'nó', 'vợ', 'nó', 'nghén', 'thèm', 'miếng', 'sầu', 'nó', 'làm', 'thế']"
giận ngược lại rồi giận luôn chứ có huề đéo đâu buồn,Sadness,"['giận', 'ngược lại', 'giận', 'luôn', 'chứ', 'huề', 'đéo', 'đâu', 'buồn']"
5 năm nữa tao phải đẻ được 3 đứa cười_chảy_nước_mắt,Enjoyment,"['5', 'năm', 'tao', 'phải', 'đẻ', '3', 'đứa', 'cười_chảy_nước_mắt']"
"per đây là thằng con trai vừa đẹp còn có não , mong per học hỏi ! xin cảm ơn",Enjoyment,"['per', 'đây', 'thằng', 'con', 'trai', 'vừa', 'đẹp', 'còn', 'não', 'mong', 'per', 'học hỏi', '!', 'xin', 'cảm ơn']"
tui còn chưa biết sì phố là gì . ổng biết luôn á trời,Surprise,"['tui', 'còn', 'chưa', 'biết', 'sì', 'phố', 'gì', 'ổng', 'biết', 'luôn', 'á trời']"
bớt đi nha hoshi bacha,Anger,"['bớt', 'nha', 'hoshi', 'bacha']"
"hồi học lớp 5 bảo bố đi mua sgk cho , xong bố đi mua nguyên bộ lớp 4 đầy đủ từ sgk đến vở bài tập cười_chảy_nước_mắt",Sadness,"['hồi', 'học', 'lớp', '5', 'bảo', 'bố', 'mua', 'sgk', 'xong', 'bố', 'mua', 'nguyên bộ', 'lớp', '4', 'đầy đủ', 'từ', 'sgk', 'vở', 'bài tập', 'cười_chảy_nước_mắt']"
bọn lừa đảo,Anger,"['bọn', 'lừa đảo']"
"ngày trước đi mua cái này cho chó của đứa bạn thân . mà 2 thằng thử xong phê quá quyết định mua mỗi đứa 1 cái , và chó 1 cái cười",Enjoyment,"['ngày', 'trước', 'mua', 'cái', 'chó', 'đứa', 'bạn', 'thân', '2', 'thằng', 'thử', 'xong', 'phê', 'quyết định', 'mua', 'mỗi', 'đứa', '1', 'cái', 'chó', '1', 'cái', 'cười']"
ôi bé xinh gái vãi cười,Enjoyment,"['ôi', 'bé', 'xinh gái', 'vãi', 'cười']"
giống y con bạn tao cười mặc dù nó không phải gvien hay gì cả nhưng nó khá trẻ trâu,Enjoyment,"['giống', 'y', 'con', 'bạn', 'tao', 'cười', 'mặc dù', 'nó', 'không', 'phải', 'gvien', 'hay', 'gì', 'cả', 'nhưng', 'nó', 'khá', 'trẻ', 'trâu']"
bố thằng con lợn ngu nói đéo vào vấn đề đéo gì cả cười,Anger,"['bố', 'thằng', 'con', 'lợn ngu', 'nói', 'đéo', 'vào', 'vấn đề', 'đéo', 'gì', 'cả', 'cười']"
mối nguy hại đó,Fear,"['mối', 'nguy hại']"
"có vẻ coi lòng tự trọng , nhân cách , và tinh thần của người ta rẻ mạt . ngồi tù 7 năm đáp lại 1 lời xin lỗi và 20 tr . thở_dài",Disgust,"['có vẻ', 'coi lòng', 'tự trọng', 'nhân cách', 'tinh thần', 'người', 'ta', 'rẻ mạt', 'ngồi', 'tù', '7', 'năm', 'đáp', '1', 'lời', 'xin lỗi', '20', 'tr', 'thở_dài']"
chắc phát khóc mất khóc_nức_nở,Sadness,"['chắc', 'phát', 'khóc', 'mất', 'khóc_nức_nở']"
đàn ông vất vả hơn là chắc chắn khổ cũng không dám kêu cố mà chịu,Sadness,"['đàn ông', 'vất vả', 'hơn', 'chắc chắn', 'khổ', 'cũng', 'không', 'dám', 'kêu cố', 'chịu']"
chẳng thấm vào đâu . so với số tiền khủng kiếm được . hằng ngày mụ ta nói khoác lác vài câu . ?,Disgust,"['chẳng', 'thấm', 'vào', 'đâu', 'so', 'số', 'tiền', 'khủng kiếm', 'hằng', 'ngày', 'mụ', 'ta', 'nói', 'khoác lác', 'vài', 'câu', '?']"
bọn chưa tiến hóa hết này . cặn bã,Disgust,"['bọn', 'chưa', 'tiến', 'hóa', 'hết', 'cặn', 'bã']"
cuối cùng là hai mình ăn được ngủ được cười đứa nào cũng lên vài kí,Enjoyment,"['cuối cùng', 'hai', 'mình', 'ăn', 'ngủ', 'cười', 'đứa', 'nào', 'cũng', 'lên', 'vài', 'kí']"
bố mấy con trẻ trâu cười tưởng thế là hay cười,Disgust,"['bố', 'mấy', 'con', 'trẻ', 'trâu', 'cười tưởng', 'thế là', 'hay', 'cười']"
chỉ còn lại tro tàn,Sadness,"['chỉ', 'còn', 'tro', 'tàn']"
moá . vẫn nhớ hồi nhỏ bị ngỗng đuổi . đù má tao mới là đứa bé ngây thơ hồn nhiên thôi mà dume tao sợ tao ám ảnh đến bao giờ huhu khóc_nức_nở,Fear,"['moá', 'vẫn', 'nhớ', 'hồi', 'nhỏ', 'ngỗng đuổi', 'đù', 'má', 'tao', 'mới', 'đứa', 'bé', 'ngây thơ', 'hồn nhiên', 'dume', 'tao', 'sợ', 'tao', 'ám ảnh', 'bao giờ', 'huhu', 'khóc_nức_nở']"
ước gì có ai để tao tag vào .,Sadness,"['ước', 'gì', 'ai', 'để', 'tao', 'tag', 'vào']"
có lẽ vậy là tốt nhất,Sadness,"['có lẽ', 'tốt', 'nhất']"
tỏ tình đại ai dè dính luôn cười,Enjoyment,"['tỏ', 'tình đại', 'ai', 'dè dính', 'luôn', 'cười']"
bà này khác gì lũ đa cấp đi lừa đảo đâu sao không cho vô tù,Anger,"['bà', 'khác', 'gì', 'lũ', 'đa cấp', 'lừa đảo', 'đâu', 'sao', 'không', 'vô', 'tù']"
chúc đại kỷ nguyên có một buổi tối ấm áp nha tim,Enjoyment,"['chúc', 'đại kỷ nguyên', 'buổi', 'tối', 'ấm áp nha', 'tim']"
thật dume nge yêu thương gì đâu cười bắn tim bụp bụp,Enjoyment,"['dume nge', 'yêu thương', 'gì', 'đâu', 'cười', 'bắn', 'tim', 'bụp', 'bụp']"
rắn gọi bằng cụ tổ,Disgust,"['rắn', 'gọi', 'bằng', 'cụ', 'tổ']"
con cái nhà ai mà bố mẹ chăm cho đẫy đà ngon ngọt thế,Other,"['con cái', 'nhà', 'ai', 'bố mẹ', 'chăm', 'đẫy', 'đà', 'ngon', 'ngọt', 'thế']"
sao mọi_người lại thích khóc dùm người khác thế chủ quán cơm đâu lên tiếng đi nek 7 năm bán không đóng thuế chủ quán đã tích lũy được bao nhiêu căn nhà bao nhiêu chiếc xe và nuôi bao nhiêu đứa con ăn học thành tài suy_nghĩ,Other,"['sao', 'mọi_người', 'thích', 'khóc', 'dùm', 'người', 'khác', 'thế chủ', 'quán', 'cơm', 'đâu', 'lên tiếng', 'nek', '7', 'năm', 'bán', 'không', 'đóng', 'thuế', 'chủ', 'quán', 'tích lũy', 'bao nhiêu', 'căn', 'nhà', 'bao nhiêu', 'chiếc', 'xe', 'nuôi', 'bao nhiêu', 'đứa', 'con', 'ăn học', 'thành', 'tài suy_nghĩ']"
tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi,Other,"['tao', 'chơi', 'con', 'trai', 'nhiều', 'tao', 'mất', 'lòng', 'tin', 'vào', 'con', 'trai']"
nhạc buồn quá . bài này là bài chia tay trong chiều hoàng hôn nắng úa màu justin bieber cho bạn nào chưa biết nhé . :,Sadness,"['nhạc', 'buồn', 'bài', 'bài', 'chia tay', 'chiều', 'hoàng hôn', 'nắng', 'úa', 'màu', 'justin', 'bieber', 'bạn', 'nào', 'chưa', 'biết', 'nhé']"
thế mới làm nên nghiệp lớn chứ,Enjoyment,"['thế', 'mới', 'làm', 'nên nghiệp', 'lớn', 'chứ']"
sao giống tôi vậy,Surprise,"['sao', 'giống', 'tôi']"
cho bọn israel nếm trải như người dân palestine,Anger,"['bọn', 'israel', 'nếm trải', 'người dân', 'palestine']"
t đã cố tình che mặt nhưng vẫn giật mình,Fear,"['t', 'cố tình', 'che mặt', 'nhưng', 'vẫn', 'giật mình']"
giống tao hồi bé . cười_ngượng_ngùng,Enjoyment,"['giống', 'tao', 'hồi', 'bé', 'cười_ngượng_ngùng']"
thích thân hình bos rồi nhan hài_lòng,Enjoyment,"['thích', 'thân hình', 'bos', 'nhan hài_lòng']"
yên tâm đi ông trời không bất công với ai đâu,Other,"['yên tâm', 'ông', 'trời', 'không', 'bất công', 'ai', 'đâu']"
"mong là nước pháp sẽ tập trung xây dựng ổn định trong nước , và đừng đụng chạm tới nước khác nữa",Other,"['mong', 'nước pháp', 'tập trung', 'xây dựng', 'ổn định', 'nước', 'đừng', 'đụng chạm', 'tới', 'nước', 'khác']"
chỉ mong cảnh này sẽ không còn xãy ra ở xã hội này nữa . bất hạnh vậy đủ rồi thất_vọng buồn,Sadness,"['chỉ', 'mong cảnh', 'không', 'còn', 'xãy', 'xã hội', 'bất hạnh', 'đủ', 'thất_vọng', 'buồn']"
mỗi phút bên em thật tuyệt vời . chỉ em mới cho anh cái cảm giác đó,Enjoyment,"['mỗi', 'phút', 'bên', 'em', 'tuyệt vời', 'chỉ', 'em', 'mới', 'anh', 'cái', 'cảm giác']"
bưởi chín nó như vậy đấy ngu ạ,Disgust,"['bưởi', 'chín', 'nó', 'như vậy', 'đấy', 'ngu', 'ạ']"
yêu quá ! xinh quá ?,Enjoyment,"['yêu', '! xinh', '?']"
chứ còn con mẹ gì nữa trầm_ngâm,Disgust,"['chứ', 'còn', 'con', 'mẹ', 'gì', 'trầm_ngâm']"
thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án,Anger,"['thế', 'bắt', 'con', 'phụ nữ', 'chứ', 'bắt', 'gì', 'thằng', 'đâm', 'con', 'đấy', 'mới', 'nguồn', 'vụ', 'án']"
helo đồng nghiệp nháy_mắt không biết nghiệp gì thôi haha,Enjoyment,"['helo', 'đồng nghiệp', 'nháy_mắt', 'không', 'biết nghiệp', 'gì', 'haha']"
à ừ đúng rồi tin người quá đến lúc nó đâm cho cũng không biết,Disgust,"['à', 'ừ', 'đúng', 'tin', 'người', 'lúc', 'nó', 'đâm', 'cũng', 'không', 'biết']"
gặp phải chồng tao đáp mẹ vỏ sầu riêng vào mồm khó_xử,Anger,"['gặp', 'phải', 'chồng', 'tao', 'đáp', 'mẹ', 'vỏ', 'sầu', 'riêng', 'vào', 'mồm', 'khó_xử']"
thất vọng và áp lực tích tụ hằng ngày với tao,Sadness,"['thất vọng', 'áp lực', 'tích tụ', 'hằng', 'ngày', 'tao']"
bài viết đọc rất sướng .,Enjoyment,"['bài', 'viết', 'đọc', 'sướng']"
"gặp một nhà nuôi 1 con chó với 2 con ngỗng , trời ơi chưa kịp vào nhà , con chó còn chưa sủa mà con ngỗng đã đuổi chạy vắt chân lên cổ rồi : nhục",Fear,"['gặp', 'nhà', 'nuôi', '1', 'con', 'chó', '2', 'con', 'ngỗng', 'trời ơi', 'chưa', 'kịp', 'vào', 'nhà', 'con', 'chó', 'còn', 'chưa', 'sủa', 'con', 'ngỗng', 'đuổi', 'chạy', 'vắt', 'chân', 'lên', 'cổ', 'nhục']"
tao mới mọc răng khôn huhu,Sadness,"['tao', 'mới', 'mọc', 'răng', 'khôn huhu']"
giống chó này tên là gì vậy các bác mỉa_mai,Other,"['giống', 'chó', 'tên', 'gì', 'bác', 'mỉa_mai']"
điểm vùng của anh bạn có thể đủ để đỗ đại học,Disgust,"['điểm', 'vùng', 'anh', 'bạn', 'có thể', 'đủ', 'để', 'đỗ', 'đại học']"
thiết kế rất con người cười_lăn_lộn_trên_sàn,Disgust,"['thiết kế', 'con người', 'cười_lăn_lộn_trên_sàn']"
hãy cười thật tươi để cho cuộc sống của bạn trở nên thật tuyệt vời cười_nhe_răng,Enjoyment,"['hãy', 'cười', 'tươi', 'để', 'cuộc sống', 'bạn', 'trở nên', 'tuyệt vời', 'cười_nhe_răng']"
ôi đất nước tôi . hở ra là bàn thờ bát nhang ngại_ngùng,Disgust,"['ôi', 'đất nước', 'tôi', 'hở', 'bàn thờ', 'bát', 'nhang', 'ngại_ngùng']"
vãi cười độc đấy,Fear,"['vãi', 'cười', 'độc', 'đấy']"
quan trọng là nhiều tiền để rót trước,Other,"['quan trọng', 'nhiều', 'tiền', 'để', 'rót', 'trước']"
cưng xĩu cười_mỉm,Enjoyment,"['cưng', 'xĩu', 'cười_mỉm']"
nhưng nếu không đỗ thì sao thất_vọng,Sadness,"['nhưng', 'nếu', 'không', 'đỗ', 'sao', 'thất_vọng']"
"đẹp , dẽ thương mà",Enjoyment,"['đẹp', 'dẽ thương']"
bỏ anh ta đi,Anger,"['bỏ', 'anh', 'ta']"
đó là những nơi khác . chứ chỗ làm của em . anh chị đáng yêu v đáng quý . em học tập được rất nhìu kinh nghiệm .,Enjoyment,"['nơi', 'khác', 'chứ', 'chỗ', 'làm', 'em', 'anh chị', 'đáng', 'yêu', 'v', 'đáng', 'quý', 'em', 'học tập', 'nhìu', 'kinh nghiệm']"
quá nguy hiểm .,Fear,['nguy hiểm']
chính xác ! nơi làm việc anh em mà đoàn kết với nhau cỡ nào cũng thấy mau hết giờ làm . cười_mỉm,Enjoyment,"['chính xác', '!', 'nơi', 'làm việc', 'anh em', 'đoàn kết', 'nhau', 'cỡ', 'nào', 'cũng', 'thấy', 'mau', 'hết', 'giờ', 'làm', 'cười_mỉm']"
"dân vũng tàu có khác , toàn người nhân cách cao",Enjoyment,"['dân', 'vũng', 'tàu', 'khác', 'toàn', 'người', 'nhân cách', 'cao']"
mấy thanh niên đi xong về có yêu nhau không nhỉ ?,Other,"['mấy', 'thanh niên', 'xong', 'về', 'yêu', 'nhau', 'không', 'nhỉ', '?']"
hiền thì hiền thật đấy cơ mà quá ngưỡng nhịn thì bùng phát thôi mỉm_cười,Other,"['hiền', 'hiền thật', 'đấy', 'cơ mà', 'ngưỡng nhịn', 'bùng phát', 'mỉm_cười']"
per haha . đặt bánh thì đặt thành cặp nhé . haha . cười_chảy_nước_mắt,Enjoyment,"['per', 'haha', 'đặt', 'bánh', 'đặt', 'thành', 'cặp', 'nhé', 'haha', 'cười_chảy_nước_mắt']"
thằng lái tàu mua bằng . con ông cháu cha mới xin vào đây được . bẻ lái lách ra 1 chút thì có sao đâu . cục súc vãi .,Disgust,"['thằng', 'lái', 'tàu', 'mua', 'bằng', 'con', 'ông', 'cháu', 'cha', 'mới', 'xin', 'vào', 'đây', 'bẻ', 'lái', 'lách', '1', 'chút', 'sao', 'đâu', 'cục', 'súc vãi']"
thằng nào con nào nuôi ác quá z,Anger,"['thằng', 'nào', 'con', 'nào', 'nuôi', 'ác', 'z']"
phản đòn hay đấy,Surprise,"['phản đòn', 'hay', 'đấy']"
thôi bớt ạ thời đại nào rồi còn nói về vấn đề trang phục nữa,Anger,"['bớt', 'ạ', 'thời đại', 'nào', 'còn', 'nói', 'về', 'vấn đề', 'trang phục']"
per tôi đợi ngày nhận thiệp cưới của ông,Enjoyment,"['per', 'tôi', 'đợi', 'ngày', 'nhận', 'thiệp', 'cưới', 'ông']"
anh em có thấy cắt video không . thấy xin_lỗi quá,Disgust,"['anh em', 'thấy', 'cắt', 'video', 'không', 'thấy', 'xin_lỗi']"
vậy sao chồng tôi vẫn bình thường nhở không thấy béo lên tí nào ta,Surprise,"['sao', 'chồng', 'tôi', 'vẫn', 'bình thường nhở', 'không', 'thấy', 'béo', 'lên', 'tí', 'nào', 'ta']"
bán vé số tháng kiếm 10 tr nha . nghe ông cười_lớn nao trong quốc hội nói vậy .,Disgust,"['bán', 'vé số', 'tháng', 'kiếm', '10', 'tr nha', 'nghe', 'ông', 'cười_lớn nao', 'quốc hội', 'nói']"
"per bất hạnh vãi , mà tao với mày đéo tạo được niềm vui đùa",Sadness,"['per', 'bất hạnh vãi', 'tao', 'mày', 'đéo tạo', 'niềm', 'vui đùa']"
cho hỏi cây cầu này ở đâu vậy . ai biết chỉ dùm tôi cảm ơn ! cười_chảy_nước_mắt,Other,"['hỏi', 'cây', 'cầu', 'đâu', 'ai', 'biết', 'chỉ', 'dùm', 'tôi', 'cảm ơn', '! cười_chảy_nước_mắt']"
nhìn quả mặt của nó thì tao công nhận thất tình thật đáng thương ?,Sadness,"['nhìn', 'quả mặt', 'nó', 'tao', 'công nhận', 'thất tình', 'đáng', 'thương', '?']"
chắc từ giờ tao đéo giám ho nữa quá .,Fear,"['chắc', 'từ', 'giờ', 'tao', 'đéo', 'giám ho']"
diễm quỳnh haha em không biết,Enjoyment,"['diễm', 'quỳnh haha', 'em', 'không', 'biết']"
chuẩn cười_mỉa,Enjoyment,"['chuẩn', 'cười_mỉa']"
chuẩn không cười_nhe_răng,Enjoyment,"['chuẩn', 'không', 'cười_nhe_răng']"
"lại 1 đứa nghĩ trump chỉ làm trò , haiz",Disgust,"['1', 'đứa', 'nghĩ', 'trump', 'chỉ', 'làm trò', 'haiz']"
tao ấn tượng anh đầm hường ghê cười_chảy_nước_mắt,Enjoyment,"['tao', 'ấn tượng', 'anh', 'đầm', 'hường', 'ghê', 'cười_chảy_nước_mắt']"
"hai đứa chia tay , tao nhảy vào .",Enjoyment,"['hai', 'đứa', 'chia tay', 'tao', 'nhảy', 'vào']"
"cũng tùy , đôi khi không cần vật chất mà chỉ cần động viên , san sẽ những khi con mình vấp ngã hay khó khăn trong cuộc sống thì .",Sadness,"['cũng', 'tùy', 'đôi khi', 'không', 'cần', 'vật chất', 'chỉ', 'cần', 'động viên', 'san', 'con', 'mình', 'vấp ngã', 'hay', 'khó khăn', 'cuộc sống']"
ngày chủ nhiệm cu nhà mình cô nhẹ nhàng nết na lắm mà ! giờ thì sao cô lại hành xử như vậy chứ ! thật buồn !,Sadness,"['ngày', 'chủ nhiệm', 'cu', 'nhà', 'mình', 'cô', 'nhẹ nhàng', 'nết na', 'lắm', '! giờ', 'sao', 'cô', 'hành xử', 'như vậy', 'chứ', '!', 'buồn', '!']"
nhưng nó sẽ to và rộng ra buồn,Sadness,"['nhưng', 'nó', 'to', 'rộng', 'buồn']"
thanh niên này cục súc vãi,Disgust,"['thanh niên', 'cục', 'súc', 'vãi']"
ômg hề_hài,Surprise,"['ômg', 'hề_hài']"
nhện này trong nhà tao chắc tao bỏ nhà đi mất hoảng_sợ kinh_ngạc,Fear,"['nhện', 'nhà', 'tao', 'chắc', 'tao', 'bỏ', 'nhà', 'mất', 'hoảng_sợ', 'kinh_ngạc']"
nó chuyển 2 ngàn đồng cười xỉu,Disgust,"['nó', 'chuyển', '2', 'ngàn', 'đồng', 'cười', 'xỉu']"
"per tặng quà cáp gì tặng hộp nhỏ thôi nha . đi hát hò gì đừng đem thùng quà to như vậy nha , nó biết nó nhổ trụi lông nó ngắt mép chết đó buồn",Fear,"['per', 'tặng', 'quà cáp', 'gì', 'tặng', 'hộp', 'nhỏ', 'thôi nha', 'hát hò', 'gì', 'đừng', 'đem', 'thùng', 'quà', 'to', 'như vậy', 'nha', 'nó', 'biết', 'nó', 'nhổ', 'trụi', 'lông', 'nó', 'ngắt mép', 'chết', 'buồn']"
mặt thái độ vãi,Other,"['mặt', 'thái độ', 'vãi']"
không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu . mà nhờ bài viết này mới biết king cofe là của bả . phải công nhận là nó uống dở thiệt .,Disgust,"['không', 'biết', 'chuyện', 'gia đình', 'người', 'ta', 'nhưng', 'nhình', 'mặt', 'bà', 'cũng', 'thảo', 'thấy', 'không', 'cảm tình', 'ngay', 'từ', 'đầu', 'nhờ', 'bài', 'viết', 'mới', 'biết', 'king', 'cofe', 'bả', 'phải', 'công nhận', 'nó', 'uống', 'dở thiệt']"
đúng rồi . chỉ có thằng ghệ nó trầm cảm thôi,Other,"['đúng', 'chỉ', 'thằng', 'ghệ', 'nó', 'trầm cảm']"
quá kinh ngạc phá được mọi loại khóa luôn vô_cảm,Surprise,"['kinh ngạc', 'phá', 'mọi', 'loại', 'khóa', 'luôn', 'vô_cảm']"
vải thật chứ cười_chảy_nước_mắt,Surprise,"['vải', 'chứ', 'cười_chảy_nước_mắt']"
có sáng tạo cười,Enjoyment,"['sáng tạo', 'cười']"
từ ngày ra trường là chưa về,Other,"['từ', 'ngày', 'trường', 'chưa', 'về']"
bos dễ thương vãi lúa,Enjoyment,"['bos', 'dễ thương', 'vãi', 'lúa']"
nhìn sợ vãi ra,Fear,"['nhìn', 'sợ', 'vãi']"
yêu chết dược say_mê,Enjoyment,"['yêu', 'chết', 'dược', 'say_mê']"
"bởi vậy , nên tỏ ra là 1 người không cảm xúc",Other,"['bởi vậy', 'tỏ', '1', 'người', 'không', 'cảm xúc']"
per ru con để vợ đắp mặt nạ kìa ? đúng là chồng người ta chưa bao giờ làm mình thất vọng ?,Enjoyment,"['per', 'ru', 'con', 'để', 'vợ', 'đắp', 'mặt nạ', 'kìa', '?', 'đúng', 'chồng', 'người', 'ta', 'chưa', 'bao giờ', 'làm', 'mình', 'thất vọng', '?']"
tao đã đóng dấu cấm đứa nào rớ vào cười,Enjoyment,"['tao', 'đóng dấu', 'cấm', 'đứa', 'nào', 'rớ', 'vào', 'cười']"
mấy ai chứng minh được điều đó say_mê,Other,"['mấy ai', 'chứng minh', 'điều', 'say_mê']"
per tao với mày làm chung thì sao nhể thương,Other,"['per', 'tao', 'mày', 'làm', 'chung', 'sao', 'nhể thương']"
"người đàn ông ốm đau nói với vợ mình : ở lại với anh rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ",Enjoyment,"['người', 'đàn ông', 'ốm đau', 'nói', 'vợ', 'mình', 'anh', 'cầm', 'tay', 'bà', 'tình yêu', 'vỏn vẹn', '20', 'năm', 'ngắn ngủi', 'tình yêu', 'bố', 'dành', 'mẹ']"
nên là có sắp chết tao cũng đéo kể cho ai nghe cười,Other,"['sắp', 'chết', 'tao', 'cũng', 'đéo', 'kể', 'ai', 'nghe', 'cười']"
"mình đã xem rất nhiều video như này rồi , nên thấy cũng bình thường cười",Other,"['mình', 'xem', 'nhiều', 'video', 'thấy', 'cũng', 'bình thường', 'cười']"
móng này móc cua thì đỉnh,Enjoyment,"['móng', 'móc', 'cua', 'đỉnh']"
khá quá nhể cười,Enjoyment,"['khá', 'nhể', 'cười']"
nhìn kinh hài_lòng,Disgust,"['nhìn', 'kinh hài_lòng']"
cái quan trọng là ý nghĩ chứ đâu phải nó ngu . cười,Disgust,"['cái', 'quan trọng', 'ý nghĩ', 'chứ', 'đâu', 'phải', 'nó', 'ngu', 'cười']"
nói i am great mà phát âm thiếu chữ rồi mặt_nước_mắt_rưng_rưng,Sadness,"['nói', 'i', 'am great', 'phát âm', 'thiếu', 'chữ', 'mặt_nước_mắt_rưng_rưng']"
đang tập hát không_nói hay thật trầm_ngâm,Enjoyment,"['tập', 'hát', 'không_nói', 'hay', 'trầm_ngâm']"
mỗi lần chạy xe ngang kv bình chánh là cảm thấy sợ,Fear,"['mỗi', 'lần', 'chạy', 'xe', 'ngang', 'kv', 'bình chánh', 'cảm thấy', 'sợ']"
định tag anh vào nhưng chợt nhớ ra làm gì có anh nào vô_cảm,Sadness,"['định', 'tag', 'anh', 'vào', 'nhưng', 'chợt', 'nhớ', 'làm gì', 'anh', 'nào', 'vô_cảm']"
về nhanh thế,Surprise,"['về', 'nhanh', 'thế']"
đi viện thôi mà có cần phải đẹp vậy không,Surprise,"['viện', 'cần', 'phải', 'đẹp', 'không']"
tội còn nặng hơn cả khẩu nghiệp nữa hài_lòng,Disgust,"['tội', 'còn', 'nặng', 'hơn', 'cả', 'khẩu nghiệp', 'hài_lòng']"
"per tiền bạc là phù du , quan trọng là tình nghĩa",Other,"['per', 'tiền bạc', 'phù du', 'quan trọng', 'tình nghĩa']"
hạnh phúc thế nhờ,Disgust,"['hạnh phúc', 'thế', 'nhờ']"
chỉ thấy dễ thương và xinh khi crush thôi khi hết crush thì có cười nấy cười nữa cũng không có cảm giác,Sadness,"['chỉ', 'thấy', 'dễ thương', 'xinh', 'crush', 'hết', 'crush', 'cười', 'nấy cười', 'cũng', 'không', 'cảm giác']"
nghe hay,Enjoyment,"['nghe', 'hay']"
lò vi sóng đó hjhj,Enjoyment,"['lò', 'vi sóng', 'hjhj']"
